2.86451,21.898,0.503179
20.9101,12.7784,0.563626
2.4218,23.9617,0.789011
8.56594,17.1129,0.986175
6.72363,1.50834,0.677846
4.90962,4.89299,0.323887
7.64084,1.95537,0.702043
17.8686,22.0091,0.0486083
10.3047,21.7175,0.102753
8.82193,8.04093,0.3881
6.13051,6.60307,0.266727
23.2529,22.9921,0.817014
5.39266,16.5273,0.509039
8.2341,13.5106,0.497512
11.5479,19.0193,0.122316
18.1691,18.935,0.903586
12.1408,23.2813,0.903067
8.73723,15.2974,0.132044
19.5506,2.77068,0.939685
23.4162,22.865,0.380855
3.73838,8.60434,0.824235
6.36245,14.4494,0.670691
20.6438,19.6916,0.846514
10.0473,20.2536,0.800937
18.2067,4.49123,0.66683
8.66822,8.45206,0.431229
20.8843,20.5697,0.816259
17.0185,6.93171,0.136742
10.3246,10.693,0.01862
19.9354,12.9794,0.226325
23.1734,0.971938,0.900185
19.3159,15.4455,0.308213
19.8203,17.8707,0.511892
2.67322,13.7156,0.590084
0.62766,6.22053,0.306668
5.4839,23.3382,0.0944292
14.4013,17.972,0.606501
7.20126,21.4397,0.364912
21.6072,11.0405,0.097802
19.3796,2.74921,0.144516
2.66034,3.88136,0.874805
23.8413,18.0283,0.827429
21.7742,11.3586,0.298874
5.4258,17.8843,0.378812
23.2387,16.3487,0.469735
17.1511,17.8323,0.782262
20.7593,14.6306,0.491905
9.74409,10.3296,0.0121509
18.0628,9.73394,0.68948
7.68099,7.83813,0.525224
13.277,5.61283,0.651121
17.5715,10.2379,0.292563
18.6008,23.5987,0.787737
8.00856,11.8879,0.380814
0.0235903,0.88543,0.849719
13.0744,20.2245,0.665701
8.14776,7.69891,0.897187
18.1351,9.43713,0.685074
6.40765,19.0692,0.600825
6.956,15.2646,0.15964
23.7976,21.8785,0.457485
3.0524,22.5707,0.61392
19.7569,18.6534,0.499086
17.1068,4.50686,0.482394
4.35302,8.47241,0.951111
3.59522,18.5665,0.75904
10.7834,3.57724,0.125539
5.75384,23.1909,0.642154
10.9515,10.634,0.0232563
22.8838,12.4423,0.0303959
7.16045,19.0038,0.610425
4.41017,17.1847,0.379529
16.5933,22.9264,0.852004
16.3284,7.35592,0.0642808
23.6129,6.05851,0.124922
13.5862,13.2217,0.524286
7.15,21.907,0.768957
3.51113,8.16486,0.214824
14.3828,13.1628,0.753572
6.59059,11.2467,0.162831
18.3778,20.833,0.818104
7.97649,21.698,0.306991
12.0781,23.5782,0.388155
0.753244,0.563619,0.708487
6.55143,16.1496,0.779812
14.6023,11.7753,0.582049
9.04015,23.139,0.220193
1.20688,3.53467,0.971112
1.58154,2.5113,0.64137
23.2158,7.38333,0.352565
17.2078,3.40126,0.784342
0.0649782,10.1537,0.218233
10.9349,11.5048,0.146736
11.7402,16.6442,0.0943089
8.1666,13.1585,0.454922
21.719,15.8288,0.213544
18.072,7.25984,0.669662
17.411,18.1768,0.413811
23.6604,18.5185,0.884496
16.8852,22.2224,0.614085
16.6628,3.05176,0.677116
3.76076,10.6031,0.312159
2.98033,9.82005,0.490967
19.8732,20.1239,0.911326
13.9716,23.588,0.552267
2.58123,2.1246,0.667904
16.167,5.87564,0.413334
15.5179,2.90665,0.12566
16.7939,23.705,0.850302
21.7915,7.96468,0.733586
2.10066,2.86251,0.303938
20.4059,8.841,0.534716
19.0178,13.863,0.643098
5.07018,11.1673,0.290251
5.37064,20.768,0.377076
9.21679,21.8997,0.281841
8.60046,6.56564,0.0533331
4.78585,2.34594,0.467889
10.9647,6.33946,0.781685
21.8048,21.4925,0.401457
10.204,20.3162,0.863759
9.43511,9.15408,0.389023
13.5866,16.5991,0.298056
16.2602,11.8061,0.610319
3.41766,1.08609,0.864928
7.23494,18.9477,0.826119
22.3995,0.224906,0.440617
8.34354,17.3794,0.729635
20.0131,10.1387,0.939901
17.6892,3.11547,0.061907
5.5639,23.5803,0.613463
9.72041,16.4318,0.11373
7.5875,15.1976,0.648666
20.8158,8.89609,0.689692
7.051,22.7622,0.870244
4.26743,2.3777,0.807077
16.4758,2.68841,0.957485
12.0587,14.0007,0.713557
12.5212,15.1137,0.333365
7.28197,17.5642,0.149496
13.3086,11.2953,0.616265
23.5484,19.7389,0.745648
11.4436,20.4084,0.848781
15.5081,9.59289,0.674608
